checkpoint_id,selection_bin,draw,blocks_per_estimator,sequences_per_estimator,population_sequence_ess,sample_sequence_ess,raw_gradient_squared_error,ppo_gradient_squared_error,formula_prefers_ppo,fitted_ess_prefers_ppo,effective_count_prefers_ppo,fixed_ess_prefers_ppo
2.0,1.0,18.0,4.0,512.0,4.0801509632285453e-05,0.03527895719690355,0.005916700802347066,0.005834074372799319,1.0,1.0,1.0,1.0
2.0,1.0,18.0,8.0,1024.0,4.0801509632285453e-05,0.02984058537440399,0.006418188809627739,0.0056225692135661205,1.0,0.0,1.0,1.0
2.0,1.0,19.0,1.0,128.0,4.0801509632285453e-05,0.047204692983815855,0.03137512738257095,0.016613987238051745,1.0,1.0,1.0,1.0
2.0,1.0,19.0,2.0,256.0,4.0801509632285453e-05,0.027133255279075768,0.20226388186482225,0.20970924840299854,1.0,1.0,1.0,1.0
2.0,1.0,19.0,4.0,512.0,4.0801509632285453e-05,0.024127830582799766,0.049612188096098075,0.051956693263857386,1.0,1.0,1.0,1.0
2.0,1.0,19.0,8.0,1024.0,4.0801509632285453e-05,0.03830295789449101,0.015464015453434649,0.01761273095279832,1.0,0.0,1.0,1.0
2.0,1.0,20.0,1.0,128.0,4.0801509632285453e-05,0.1027779759579082,0.017086443323439435,0.0032301236524447125,1.0,1.0,1.0,1.0
2.0,1.0,20.0,2.0,256.0,4.0801509632285453e-05,0.01599702320015578,0.0029116916915309906,0.0013932823098646427,1.0,1.0,1.0,1.0
2.0,1.0,20.0,4.0,512.0,4.0801509632285453e-05,0.00934202057571333,0.001150601654642969,0.0011653050619798155,1.0,1.0,1.0,1.0
2.0,1.0,20.0,8.0,1024.0,4.0801509632285453e-05,0.012052094834818401,0.0023007714435370336,0.0020154662878722543,1.0,0.0,1.0,1.0
