replication,method,threshold,update,rollout_cycle,minibatch,population_value,population_rho,sample_rho,chosen_ppo,raw_risk,ppo_risk
2.0,ppo,nan,2.0,1.0,2.0,0.4420607024963945,0.9966789207238138,0.996634528562192,1.0,nan,nan
2.0,ppo,nan,3.0,1.0,3.0,0.44499395362508415,0.9960867100725361,0.9976578849281631,1.0,nan,nan
2.0,ppo,nan,4.0,1.0,4.0,0.44698119030233335,0.9965582088181161,0.9961077292839253,1.0,nan,nan
2.0,ppo,nan,5.0,1.0,5.0,0.44830159236843203,0.9940173164704736,0.9957982262224555,1.0,nan,nan
2.0,ppo,nan,6.0,1.0,6.0,0.4504047214397293,0.9925545832141415,0.9926397797721325,1.0,nan,nan
2.0,ppo,nan,7.0,1.0,7.0,0.4522689944706015,0.9881116489600725,0.9925141464068533,1.0,nan,nan
2.0,ppo,nan,8.0,1.0,8.0,0.45324576147052054,0.986897735458008,0.9873581939130845,1.0,nan,nan
2.0,ppo,nan,9.0,2.0,1.0,0.45553760677565547,1.0,1.0,1.0,nan,nan
2.0,ppo,nan,10.0,2.0,2.0,0.4561907985762378,0.998958683503662,0.9988617777886933,1.0,nan,nan
2.0,ppo,nan,11.0,2.0,3.0,0.45751142309840864,0.9950579357484927,0.9958683651893239,1.0,nan,nan
2.0,ppo,nan,12.0,2.0,4.0,0.45939214136327355,0.9962180339320921,0.9966059068690268,1.0,nan,nan
2.0,ppo,nan,13.0,2.0,5.0,0.4609671780272219,0.9956963150774844,0.9970293062581534,1.0,nan,nan
2.0,ppo,nan,14.0,2.0,6.0,0.4629625926548678,0.9957752969402384,0.996447631588821,1.0,nan,nan
2.0,ppo,nan,15.0,2.0,7.0,0.4631138899031934,0.9936568472712939,0.991988699347104,1.0,nan,nan
2.0,ppo,nan,16.0,2.0,8.0,0.4646808856893004,0.9910059687563659,0.9895900951802266,1.0,nan,nan
2.0,ppo,nan,17.0,3.0,1.0,0.46669486853450887,1.0,1.0,1.0,nan,nan
2.0,ppo,nan,18.0,3.0,2.0,0.4675001125489028,0.9981758317148501,0.9982353069543685,1.0,nan,nan
2.0,ppo,nan,19.0,3.0,3.0,0.468297556938344,0.9973232809174164,0.9973892113290895,1.0,nan,nan
2.0,ppo,nan,20.0,3.0,4.0,0.4694196087278287,0.9957319868531166,0.997277624319337,1.0,nan,nan
2.0,ppo,nan,21.0,3.0,5.0,0.4715811949546792,0.9943262097031602,0.9958865186344159,1.0,nan,nan
2.0,ppo,nan,22.0,3.0,6.0,0.4731401272025735,0.9905498191622102,0.9915773806431579,1.0,nan,nan
2.0,ppo,nan,23.0,3.0,7.0,0.475412900803342,0.9865904552540574,0.982877106789079,1.0,nan,nan
2.0,ppo,nan,24.0,3.0,8.0,0.47736289733821324,0.9882649779350382,0.9891434105847892,1.0,nan,nan
2.0,ppo,nan,25.0,4.0,1.0,0.4788024582496331,1.0,1.0,1.0,nan,nan
2.0,ppo,nan,26.0,4.0,2.0,0.48087575334071303,0.9996248444033307,0.999758336202193,1.0,nan,nan
2.0,ppo,nan,27.0,4.0,3.0,0.4823202776598168,0.9983623062953431,0.9982339253038842,1.0,nan,nan
