checkpoint_id,replication,rollout_batch,minibatch,selection_bin,draw,minibatches_per_estimator,population_sequence_ess,training_sample_ess,diagnostic_sample_ess,effective_sequences,sequences_per_diagnostic,raw_gradient_squared_error,ppo_gradient_squared_error,raw_minus_ppo_squared_error,raw_relative_gain_pct,ppo_relative_gain_pct,ppo_minus_raw_gain_pct
2.0,2.0,1.0,14.0,1.0,5.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.04109977176795107,5.260770786297737,128.0,0.04862632264969789,0.04118756247952304,0.007438760170174849,-4.366177127264825,-4.4496938520130955,-0.08351672474827065
2.0,2.0,1.0,14.0,1.0,5.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.0312779185511451,16.01429429818629,512.0,0.029071829890476464,0.019686374652546638,0.009385455237929826,-0.7799528600759961,-1.2228184747018815,-0.4428656146258855
2.0,2.0,1.0,14.0,1.0,6.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.13132550782625704,16.8096650017609,128.0,0.07468250365420218,0.08131472417655428,-0.0066322205223521,2.3836579436777954,0.7191758617536977,-1.6644820819240977
2.0,2.0,1.0,14.0,1.0,6.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.06925513799178692,35.458630651794905,512.0,0.011942475923747949,0.008482513208533118,0.0034599627152148305,4.922137390198787,2.1110182669224966,-2.8111191232762907
2.0,2.0,1.0,14.0,1.0,7.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.18255798394720102,23.36742194524173,128.0,0.009064399079864565,0.00336974908669799,0.0056946499931665754,6.339596618833013,2.2073904676841,-4.132206151148912
2.0,2.0,1.0,14.0,1.0,7.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.019879796790058656,10.178455956510032,512.0,0.03578087269231574,0.036979968074737406,-0.001199095382421668,-0.49861941171148094,-3.116368544554637,-2.617749132843156
2.0,2.0,1.0,14.0,1.0,8.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.23375866499449507,29.92110911929537,128.0,0.011608399644071336,0.007219829151307963,0.004388570492763373,5.657818045830877,-0.3507980619914303,-6.008616107822307
2.0,2.0,1.0,14.0,1.0,8.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.06184788809952455,31.66611870695657,512.0,0.007216823809805449,0.002483152900905628,0.004733670908899821,7.031718852248285,1.3543249558845534,-5.677393896363732
2.0,2.0,1.0,14.0,1.0,9.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.11136298619797169,14.254462233340377,128.0,0.02144333788849829,0.01058957798112808,0.01085375990737021,6.975507316920997,-2.9096257724129893,-9.885133089333987
2.0,2.0,1.0,14.0,1.0,9.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.01562789286151056,8.001481145093408,512.0,0.008850464576708954,0.006729338588570258,0.0021211259881386956,5.035559172692761,-0.03997525974238797,-5.075534432435148
