initialization_scale,batch_size,epochs,updates,learning_rate,eta_max,initial_test_value,raw_final_test,ppo_final_test,final_raw_minus_ppo,max_early_raw_advantage,max_early_update,persistent_crossover_update,minimum_raw_rho,minimum_raw_effective_count,minimum_ppo_rho,raw_peak_drop,transition_visible,score
1.1,16,1,239,0.1689227278777497,0.1723701304874997,0.8512308550922029,0.8555713016380443,0.8560063270270358,-0.000435025388991539,-0.0008482714305402261,20,40,0.9800136569502607,15.68021851120417,0.9928787877912415,0.0,0.0,-0.041324604154868716
1.05,16,1,239,0.1689227278777497,0.1723701304874997,0.8423815621934049,0.8494633067223949,0.8488911378358784,0.0005721688865164554,-0.00043825717835022093,40,-1,0.9817842078197515,15.708547325116024,0.9938934361518003,0.0,0.0,-0.04382571783502209
1.05,8,1,478,0.1,0.1723701304874997,0.8423815621934049,0.8504571727661157,0.8499688306333469,0.0004883421327687154,-0.0004662652712594806,20,-1,0.9736608105702809,7.789286484562247,0.9904424798899439,0.0,0.0,-0.04662652712594806
0.9,16,1,239,0.1,0.1723701304874997,0.8067083482427954,0.8169975191686671,0.8163521214450429,0.0006453977236242636,-0.00048462622933898025,20,-1,0.9860310161689343,15.776496258702949,0.994386772096117,0.0,0.0,-0.048462622933898025
1.0,8,2,956,0.1,0.1723701304874997,0.8321805320630867,0.8508840811261958,0.8472920333439615,0.00359204778223432,-0.0004934849738452707,120,-1,0.9751761119085096,7.801408895268077,0.9911682850959178,0.0,0.0,-0.04934849738452707
1.0,16,1,239,0.14,0.1723701304874997,0.8321805320630867,0.8394881198880405,0.8391756817861389,0.00031243810190162424,-0.0005559137109284462,20,-1,0.984189991090543,15.747039857448687,0.9936788791066545,0.0,0.0,-0.05559137109284462
1.0,8,1,478,0.1,0.1723701304874997,0.8321805320630867,0.8418691107571015,0.8409048450030754,0.0009642657540260835,-0.0005625560154954856,20,-1,0.9751761119085096,7.801408895268077,0.9911682850959178,0.0,0.0,-0.05625560154954856
1.15,8,2,956,0.1689227278777497,0.1723701304874997,0.8589333429753235,0.8699567587211858,0.8695414609927493,0.00041529772843651447,-0.0006495900112657438,20,-1,0.9495092437016621,7.596073949613297,0.9851819229564163,0.0011535205991666242,0.0,-0.06495900112657438
1.1,4,1,956,0.1,0.1723701304874997,0.8512308550922029,0.8600533763975633,0.860653093480984,-0.0005997170834206589,-0.001254148415363976,20,940,0.9099980748056536,3.6399922992226146,0.9796274834578993,0.0,0.0,-0.0654431331943317
1.1,8,1,478,0.14,0.1723701304874997,0.8512308550922029,0.8581429707418966,0.8582283882045353,-8.541746263868166e-05,-0.0007435975243467174,20,40,0.9501263378480422,7.601010702784338,0.9880867607418675,0.0,0.0,-0.06581800617080358
1.25,4,2,1912,0.14,0.1723701304874997,0.8715592486144839,0.8811375867980772,0.8823653341470692,-0.0012277473489920032,-0.0019482252980325132,20,1740,0.6186368700358289,2.4745474801433156,0.9598349294094686,0.0,0.0,-0.072047794904051
0.9,8,2,956,0.14,0.1723701304874997,0.8067083482427954,0.8459022686000346,0.8351817518203717,0.010720516779662903,-0.0007465837783809937,120,-1,0.9525710673813469,7.620568539050775,0.9833874443580692,0.0,0.0,-0.07465837783809937
